INFO | 2023-03-30 07:28:49,404 | MainProcess | MainThread | [ChatEaseGUI]: initializing GUI (omerdagry@gmail.com)
INFO | 2023-03-30 07:28:49,492 | MainProcess | MainThread | [ChatEaseGUI]: setup (omerdagry@gmail.com)
DEBUG | 2023-03-30 07:28:49,565 | MainProcess | MainThread | STREAM b'IHDR' 16 13
DEBUG | 2023-03-30 07:28:49,565 | MainProcess | MainThread | STREAM b'IDAT' 41 1668
INFO | 2023-03-30 07:28:49,590 | MainProcess | MainThread | [ChatEaseGUI]: setup done (omerdagry@gmail.com)
INFO | 2023-03-30 07:28:54,898 | MainProcess | MainThread | Program Ended
INFO | 2023-03-30 07:29:33,559 | MainProcess | MainThread | [ChatEaseGUI]: initializing GUI (omerdagry@gmail.com)
INFO | 2023-03-30 07:29:33,652 | MainProcess | MainThread | [ChatEaseGUI]: setup (omerdagry@gmail.com)
DEBUG | 2023-03-30 07:29:33,718 | MainProcess | MainThread | STREAM b'IHDR' 16 13
DEBUG | 2023-03-30 07:29:33,718 | MainProcess | MainThread | STREAM b'IDAT' 41 1668
INFO | 2023-03-30 07:29:33,747 | MainProcess | MainThread | [ChatEaseGUI]: setup done (omerdagry@gmail.com)
INFO | 2023-03-30 07:29:35,604 | MainProcess | MainThread | Program Ended
INFO | 2023-03-30 07:30:33,294 | MainProcess | MainThread | [ChatEaseGUI]: initializing GUI (omerdagry@gmail.com)
INFO | 2023-03-30 07:30:33,397 | MainProcess | MainThread | [ChatEaseGUI]: setup (omerdagry@gmail.com)
INFO | 2023-03-30 07:30:33,491 | MainProcess | MainThread | [ChatEaseGUI]: setup done (omerdagry@gmail.com)
INFO | 2023-03-30 07:30:38,851 | MainProcess | MainThread | Program Ended
INFO | 2023-03-30 07:40:10,693 | MainProcess | MainThread | [ChatEaseGUI]: initializing GUI
INFO | 2023-03-30 07:40:10,778 | MainProcess | MainThread | [ChatEaseGUI]: setup
INFO | 2023-03-30 07:40:10,876 | MainProcess | MainThread | [ChatEaseGUI]: setup done
INFO | 2023-03-30 07:40:12,239 | MainProcess | MainThread | Program ended with no exceptions
